0 0 0 0 0 0
0.005 0.0001 0.0001 2.44156e-05 -9.79021e-05 -0.000104397
0.01 0.0002 0.0002 3.93909e-05 -0.000200197 -0.000195326
0.015 0.0003 0.0003 3.84941e-05 -0.000301545 -0.000300505
0.02 0.0004 0.0004 2.08643e-05 -0.000400117 -0.000404252
0.025 0.0005 0.0005 -7.57489e-06 -0.000499283 -0.000494941
0.03 0.0006 0.0006 -3.55044e-05 -0.000598695 -0.000601001
0.035 0.0007 0.0007 -5.08659e-05 -0.00070011 -0.00070414
0.04 0.0008 0.0008 -4.74898e-05 -0.000803413 -0.000794631
0.045 0.0009 0.0009 -2.99035e-05 -0.000899723 -0.000901401
0.05 0.001 0.001 -1.18024e-05 -0.000993968 -0.00100388
0.055 0.0011 0.0011 -6.99385e-06 -0.00110151 -0.00109477
0.06 0.0012 0.0012 -1.82696e-05 -0.0012083 -0.00120149
0.065 0.0013 0.0013 -3.41267e-05 -0.00129658 -0.00130325
0.07 0.0014 0.0014 -3.88237e-05 -0.0013908 -0.00139585
0.075 0.0015 0.0015 -2.83186e-05 -0.00150476 -0.00150094
0.08 0.0016 0.0016 -1.53424e-05 -0.0016082 -0.00160211
0.085 0.0017 0.0017 -1.53384e-05 -0.00169624 -0.00169828
0.09 0.0018 0.0018 -2.74776e-05 -0.00179424 -0.00179956
0.095 0.0019 0.0019 -3.50925e-05 -0.00189939 -0.00190049
0.1 0.002 0.002 -2.79594e-05 -0.00200313 -0.00200181
0.105 0.0021 0.0021 -1.72008e-05 -0.00210714 -0.00209767
0.11 0.0022 0.0022 -1.92242e-05 -0.00219885 -0.00219874
0.115 0.0023 0.0023 -3.01832e-05 -0.00228808 -0.00230507
0.12 0.0024 0.0024 -3.17353e-05 -0.00239899 -0.00239649
0.125 0.0025 0.0025 -2.17126e-05 -0.00251044 -0.00249752
0.13 0.0026 0.0026 -1.82511e-05 -0.00260489 -0.00260569
0.135 0.0027 0.0027 -2.73277e-05 -0.0026985 -0.00269766
0.14 0.0028 0.0028 -3.13769e-05 -0.00279089 -0.00279761
0.145 0.0029 0.0029 -2.28001e-05 -0.00289018 -0.00290203
0.15 0.003 0.003 -1.91889e-05 -0.00300745 -0.00300131
0.155 0.0031 0.0031 -2.77175e-05 -0.00311397 -0.00309939
0.16 0.0032 0.0032 -2.99834e-05 -0.0032043 -0.00319608
0.165 0.0033 0.0033 -2.13577e-05 -0.00329576 -0.00330426
0.17 0.0034 0.0034 -2.13087e-05 -0.00338406 -0.00340192
0.175 0.0035 0.0035 -2.96152e-05 -0.00348688 -0.00349397
0.18 0.0036 0.0036 -2.67584e-05 -0.0036068 -0.00360217
0.185 0.0037 0.0037 -1.99053e-05 -0.00371601 -0.00370258
0.19 0.0038 0.0038 -2.57354e-05 -0.00381913 -0.00379971
0.195 0.0039 0.0039 -2.94365e-05 -0.00390957 -0.00389659
0.2 0.004 0.004 -2.17969e-05 -0.00398484 -0.00399957
0.205 0.0041 0.0041 -2.27538e-05 -0.00407377 -0.00410643
0.21 0.0042 0.00419998 -2.95136e-05 -0.00417134 -0.00419636
0.215 0.0043 0.00429994 -2.39673e-05 -0.00428283 -0.00429662
0.22 0.0044 0.00439981 -2.14803e-05 -0.00441337 -0.00440224
0.225 0.0045 0.00449942 -2.87562e-05 -0.00453636 -0.00450313
0.23 0.0046 0.00459833 -2.52309e-05 -0.00465693 -0.00460009
0.235 0.0047 0.00469552 -2.12211e-05 -0.00476192 -0.00469313
0.24 0.0048 0.00478886 -2.82278e-05 -0.00484043 -0.00480323
0.245 0.0049 0.00487445 -2.55301e-05 -0.0049079 -0.0049043
0.25 0.005 0.00494614 -2.13949e-05 -0.00494927 -0.00499896
0.255 0.0051 0.0049962 -2.82053e-05 -0.00497922 -0.00509566
0.26 0.0052 0.00501797 -2.50235e-05 -0.00500115 -0.00519786
0.265 0.0053 0.00501083 -2.19116e-05 -0.00500805 -0.00530776
0.27 0.0054 0.00498479 -2.84961e-05 -0.00501942 -0.00539995
0.275 0.0055 0.00495947 -2.38475e-05 -0.00502015 -0.00549605
0.28 0.0056 0.0049535 -2.30493e-05 -0.00502249 -0.00559563
0.285 0.0057 0.00496909 -2.8525e-05 -0.00502585 -0.0057039
0.29 0.0058 0.00498753 -2.23738e-05 -0.00502213 -0.00580673
0.295 0.0059 0.00498746 -2.50575e-05 -0.00502717 -0.0058964
0.3 0.006 0.00497114 -2.74364e-05 -0.00502327 -0.00599518
0.305 0.0061 0.00496312 -2.16133e-05 -0.00502547 -0.00609654
0.31 0.0062 0.00497476 -2.7399e-05 -0.0050257 -0.00620819
0.315 0.0063 0.00498506 -2.48215e-05 -0.00502327 -0.00630391
0.32 0.0064 0.004976 -2.29639e-05 -0.00502731 -0.00639698
0.325 0.0065 0.00496624 -2.81846e-05 -0.0050226 -0.00649226
0.33 0.0066 0.00497526 -2.21506e-05 -0.00502699 -0.00659787
0.335 0.0067 0.00498265 -2.63189e-05 -0.00502377 -0.00670858
0.34 0.0068 0.00497225 -2.56715e-05 -0.00502527 -0.0068052
0.345 0.0069 0.00496934 -2.26788e-05 -0.0050257 -0.0068996
0.35 0.007 0.00498039 -2.80791e-05 -0.00502348 -0.00698869
0.355 0.0071 0.00497681 -2.22129e-05 -0.00502709 -0.00709649
0.36 0.0072 0.00496888 -2.66504e-05 -0.00502265 -0.00720347
0.365 0.0073 0.00497813 -2.49068e-05 -0.00502729 -0.00731185
0.37 0.0074 0.00497787 -2.35851e-05 -0.00502303 -0.00740382
0.375 0.0075 0.00496946 -2.75007e-05 -0.00502645 -0.00749369
0.38 0.0076 0.004978 -2.20376e-05 -0.0050242 -0.00758805
0.385 0.0077 0.0049768 -2.77785e-05 -0.0050251 -0.00769375
0.39 0.0078 0.00497018 -2.29313e-05 -0.00502557 -0.00780763
0.395 0.0079 0.00497924 -2.60323e-05 -0.00502384 -0.00791273
0.4 0.008 0.00497397 -2.51129e-05 -0.00502665 -0.00801099
0.405 0.0081 0.0049725 -2.38232e-05 -0.005023 -0.00809453
0.41 0.0082 0.00497945 -2.70242e-05 -0.00502721 -0.00818669
0.415 0.0083 0.00497083 -2.24175e-05 -0.0050227 -0.00828207
0.42 0.0084 0.00497719 -2.78355e-05 -0.00502727 -0.00839717
0.425 0.0085 0.00497541 -2.21902e-05 -0.00502285 -0.00850924
0.43 0.0086 0.00497235 -2.75582e-05 -0.00502697 -0.00862354
0.435 0.0087 0.00497895 -2.28546e-05 -0.00502327 -0.00871785
0.44 0.0088 0.00497082 -2.66352e-05 -0.00502647 -0.00880701
0.445 0.0089 0.00497854 -2.39159e-05 -0.00502381 -0.00888414
0.45 0.009 0.00497264 -2.55366e-05 -0.00502591 -0.00897165
0.455 0.0091 0.00497598 -2.49759e-05 -0.00502435 -0.00906545
0.46 0.0092 0.00497535 -2.45666e-05 -0.00502541 -0.0091788
0.465 0.0093 0.00497353 -2.58261e-05 -0.00502481 -0.00929891
0.47 0.0094 0.00497734 -2.38485e-05 -0.005025 -0.00942716
0.475 0.0095 0.00497205 -2.64121e-05 -0.00502516 -0.00954678
0.48 0.0096 0.00497835 -2.3387e-05 -0.00502471 -0.0096564
0.485 0.0097 0.00497142 -2.67605e-05 -0.00502539 -0.00974342
0.49 0.0098 0.00497871 -2.31391e-05 -0.00502454 -0.00980963
0.495 0.0099 0.00497122 -2.6919e-05 -0.0050255 -0.00984779
0.5 0.01 0.00497879 -2.3062e-05 -0.00502448 -0.00986219
0.505 0.0099 0.00497122 -2.6919e-05 -0.0050255 -0.00984779
0.51 0.0098 0.00497871 -2.31391e-05 -0.00502454 -0.00980963
0.515 0.0097 0.00497142 -2.67605e-05 -0.00502539 -0.00974342
0.52 0.0096 0.00497835 -2.3387e-05 -0.00502471 -0.0096564
0.525 0.0095 0.00497205 -2.64121e-05 -0.00502516 -0.00954678
0.53 0.0094 0.00497734 -2.38485e-05 -0.005025 -0.00942716
0.535 0.0093 0.00497353 -2.58261e-05 -0.00502481 -0.00929891
0.54 0.0092 0.00497535 -2.45666e-05 -0.00502541 -0.0091788
0.545 0.0091 0.00497598 -2.49759e-05 -0.00502435 -0.00906545
0.55 0.009 0.00497264 -2.55366e-05 -0.00502591 -0.00897165
0.555 0.0089 0.00497854 -2.39159e-05 -0.00502381 -0.00888414
0.56 0.0088 0.00497082 -2.66352e-05 -0.00502647 -0.00880701
0.565 0.0087 0.00497895 -2.28546e-05 -0.00502327 -0.00871785
0.57 0.0086 0.00497235 -2.75582e-05 -0.00502697 -0.00862354
0.575 0.0085 0.00497541 -2.21902e-05 -0.00502285 -0.00850924
0.58 0.0084 0.00497719 -2.78355e-05 -0.00502727 -0.00839717
0.585 0.0083 0.00497083 -2.24175e-05 -0.0050227 -0.00828207
0.59 0.0082 0.00497945 -2.70242e-05 -0.00502721 -0.00818669
0.595 0.0081 0.0049725 -2.38232e-05 -0.005023 -0.00809453
0.6 0.008 0.00497397 -2.51129e-05 -0.00502665 -0.00801099
0.605 0.0079 0.00497924 -2.60323e-05 -0.00502384 -0.00791273
0.61 0.0078 0.00497018 -2.29313e-05 -0.00502557 -0.00780763
0.615 0.0077 0.0049768 -2.77785e-05 -0.0050251 -0.00769375
0.62 0.0076 0.004978 -2.20376e-05 -0.0050242 -0.00758805
0.625 0.0075 0.00496946 -2.75007e-05 -0.00502645 -0.00749369
0.63 0.0074 0.00497787 -2.35851e-05 -0.00502303 -0.00740382
0.635 0.0073 0.00497813 -2.49068e-05 -0.00502729 -0.00731185
0.64 0.0072 0.00496888 -2.66504e-05 -0.00502265 -0.00720347
0.645 0.0071 0.00497681 -2.22129e-05 -0.00502709 -0.00709649
0.65 0.007 0.00498039 -2.80791e-05 -0.00502348 -0.00698869
0.655 0.0069 0.00496934 -2.26788e-05 -0.0050257 -0.0068996
0.66 0.0068 0.00497225 -2.56715e-05 -0.00502527 -0.0068052
0.665 0.0067 0.00498265 -2.63189e-05 -0.00502377 -0.00670858
0.67 0.0066 0.00497526 -2.21506e-05 -0.00502699 -0.00659787
0.675 0.0065 0.00496624 -2.81846e-05 -0.0050226 -0.00649226
0.68 0.0064 0.004976 -2.29639e-05 -0.00502731 -0.00639698
0.685 0.0063 0.00498506 -2.48215e-05 -0.00502327 -0.00630391
0.69 0.0062 0.00497476 -2.7399e-05 -0.0050257 -0.00620819
0.695 0.0061 0.00496312 -2.16133e-05 -0.00502547 -0.00609654
0.7 0.006 0.00497114 -2.74364e-05 -0.00502327 -0.00599518
0.705 0.0059 0.00498746 -2.50575e-05 -0.00502717 -0.0058964
0.71 0.0058 0.00498753 -2.23738e-05 -0.00502213 -0.00580673
0.715 0.0057 0.00496909 -2.8525e-05 -0.00502585 -0.0057039
0.72 0.0056 0.0049535 -2.30493e-05 -0.00502249 -0.00559563
0.725 0.0055 0.00495947 -2.38475e-05 -0.00502015 -0.00549605
0.73 0.0054 0.00498479 -2.84961e-05 -0.00501942 -0.00539995
0.735 0.0053 0.00501083 -2.19116e-05 -0.00500805 -0.00530776
0.74 0.0052 0.00501797 -2.50235e-05 -0.00500115 -0.00519786
0.745 0.0051 0.0049962 -2.82053e-05 -0.00497922 -0.00509566
0.75 0.005 0.00494614 -2.13949e-05 -0.00494927 -0.00499896
0.755 0.0049 0.00487445 -2.55301e-05 -0.0049079 -0.0049043
0.76 0.0048 0.00478886 -2.82278e-05 -0.00484043 -0.00480323
0.765 0.0047 0.00469552 -2.12211e-05 -0.00476192 -0.00469313
0.77 0.0046 0.00459833 -2.52309e-05 -0.00465693 -0.00460009
0.775 0.0045 0.00449942 -2.87562e-05 -0.00453636 -0.00450313
0.78 0.0044 0.00439981 -2.14803e-05 -0.00441337 -0.00440224
0.785 0.0043 0.00429994 -2.39673e-05 -0.00428283 -0.00429662
