0 0 0 0 0 0
0.005 0.0001 0.0001 2.44156e-05 -9.79021e-05 1.14536e-05
0.01 0.0002 0.0002 3.93909e-05 -0.000200197 4.04531e-05
0.015 0.0003 0.0003 3.84941e-05 -0.000301545 6.1736e-05
0.02 0.0004 0.0004 2.08643e-05 -0.000400117 9.06258e-05
0.025 0.0005 0.0005 -7.57489e-06 -0.000499283 0.000135208
0.03 0.0006 0.0006 -3.55044e-05 -0.000598695 0.000161083
0.035 0.0007 0.0007 -5.08659e-05 -0.00070011 0.000180025
0.04 0.0008 0.0008 -4.74898e-05 -0.000803413 0.000197255
0.045 0.0009 0.0009 -2.99035e-05 -0.000899723 0.000183655
0.05 0.001 0.001 -1.18024e-05 -0.000993968 0.000164781
0.055 0.0011 0.0011 -6.99385e-06 -0.00110151 0.000156615
0.06 0.0012 0.0012 -1.82696e-05 -0.0012083 0.000140466
0.065 0.0013 0.0013 -3.41267e-05 -0.00129658 0.000141552
0.07 0.0014 0.0014 -3.88237e-05 -0.0013908 0.000161584
0.075 0.0015 0.0015 -2.83186e-05 -0.00150476 0.000170642
0.08 0.0016 0.0016 -1.53424e-05 -0.0016082 0.000176046
0.085 0.0017 0.0017 -1.53384e-05 -0.00169624 0.000174973
0.09 0.0018 0.0018 -2.74776e-05 -0.00179424 0.000161558
0.095 0.0019 0.0019 -3.50925e-05 -0.00189939 0.000150805
0.1 0.002 0.002 -2.79594e-05 -0.00200313 0.000149534
0.105 0.0021 0.0021 -1.72008e-05 -0.00210714 0.000162968
0.11 0.0022 0.0022 -1.92242e-05 -0.00219885 0.000171939
0.115 0.0023 0.0023 -3.01832e-05 -0.00228808 0.000167377
0.12 0.0024 0.0024 -3.17353e-05 -0.00239899 0.000168259
0.125 0.0025 0.0025 -2.17126e-05 -0.00251044 0.000158006
0.13 0.0026 0.0026 -1.82511e-05 -0.00260489 0.000148389
0.135 0.0027 0.0027 -2.73277e-05 -0.0026985 0.000163854
0.14 0.0028 0.0028 -3.13769e-05 -0.00279089 0.000171821
0.145 0.0029 0.0029 -2.28001e-05 -0.00289018 0.000167025
0.15 0.003 0.003 -1.91889e-05 -0.00300745 0.000159886
0.155 0.0031 0.0031 -2.77175e-05 -0.00311397 0.000156053
0.16 0.0032 0.0032 -2.99834e-05 -0.0032043 0.000162575
0.165 0.0033 0.0033 -2.13577e-05 -0.00329576 0.000162177
0.17 0.0034 0.0034 -2.13087e-05 -0.00338406 0.000166733
0.175 0.0035 0.0035 -2.96152e-05 -0.00348687 0.000168671
0.18 0.0036 0.0036 -2.67584e-05 -0.00360679 0.00015466
0.185 0.0037 0.0037 -1.99053e-05 -0.00371599 0.000156625
0.19 0.0038 0.0038 -2.57354e-05 -0.00381907 0.00016638
0.195 0.0039 0.0039 -2.94365e-05 -0.00390944 0.000170776
0.2 0.004 0.004 -2.17969e-05 -0.00398456 0.000161815
0.205 0.0041 0.0041 -2.27538e-05 -0.00407315 0.000151013
0.21 0.0042 0.00419998 -2.95136e-05 -0.00417003 0.00016516
0.215 0.0043 0.00429994 -2.39673e-05 -0.00428014 0.000170282
0.22 0.0044 0.00439981 -2.14803e-05 -0.00440804 0.000162679
0.225 0.0045 0.00449942 -2.87562e-05 -0.0045262 0.00015597
0.23 0.0046 0.00459833 -2.52309e-05 -0.00463825 0.000159165
0.235 0.0047 0.00469552 -2.12211e-05 -0.00472888 0.000171774
0.24 0.0048 0.00478886 -2.82278e-05 -0.0047843 0.000162872
0.245 0.0049 0.00487445 -2.55301e-05 -0.00481642 0.000156607
0.25 0.005 0.00494614 -2.13949e-05 -0.00480649 0.00015987
0.255 0.0051 0.0049962 -2.82053e-05 -0.00476616 0.000167852
0.26 0.0052 0.00501797 -2.50235e-05 -0.00469754 0.000168225
0.265 0.0053 0.00501083 -2.19116e-05 -0.00459537 0.000154049
0.27 0.0054 0.00498479 -2.84961e-05 -0.00448455 0.000159107
0.275 0.0055 0.00495947 -2.38475e-05 -0.00435861 0.000167044
0.28 0.0056 0.0049535 -2.30493e-05 -0.00423963 0.00017014
0.285 0.0057 0.00496909 -2.8525e-05 -0.0041347 0.000157916
0.29 0.0058 0.00498753 -2.23738e-05 -0.00403781 0.000152702
0.295 0.0059 0.00498746 -2.50575e-05 -0.00395977 0.000167034
0.3 0.006 0.00497114 -2.74364e-05 -0.00387275 0.000170133
0.305 0.0061 0.00496312 -2.16133e-05 -0.00378187 0.000164657
0.31 0.0062 0.00497476 -2.7399e-05 -0.0036756 0.000151856
0.315 0.0063 0.00498506 -2.48215e-05 -0.00355888 0.000160322
0.32 0.0064 0.004976 -2.29639e-05 -0.00345197 0.000167476
0.325 0.0065 0.00496624 -2.81846e-05 -0.00334793 0.000168099
0.33 0.0066 0.00497526 -2.21506e-05 -0.00326317 0.000163361
0.335 0.0067 0.00498265 -2.63189e-05 -0.0031707 0.000156349
0.34 0.0068 0.00497225 -2.56715e-05 -0.00307291 0.000157714
0.345 0.0069 0.00496934 -2.26788e-05 -0.00296402 0.000160432
0.35 0.007 0.00498039 -2.80791e-05 -0.00285261 0.000174348
0.355 0.0071 0.00497681 -2.22129e-05 -0.00275695 0.000168146
0.36 0.0072 0.00496888 -2.66504e-05 -0.00266172 0.00015759
0.365 0.0073 0.00497813 -2.49068e-05 -0.00257287 0.000149252
0.37 0.0074 0.00497787 -2.35851e-05 -0.00246475 0.000160723
0.375 0.0075 0.00496946 -2.75007e-05 -0.00235937 0.000169123
0.38 0.0076 0.004978 -2.20376e-05 -0.00225504 0.000172335
0.385 0.0077 0.0049768 -2.77785e-05 -0.00216297 0.000169619
0.39 0.0078 0.00497018 -2.29313e-05 -0.00206938 0.000156398
0.395 0.0079 0.00497924 -2.60323e-05 -0.0019641 0.000148031
0.4 0.008 0.00497397 -2.51129e-05 -0.00185958 0.000151122
0.405 0.0081 0.0049725 -2.38232e-05 -0.00175608 0.000169877
0.41 0.0082 0.00497945 -2.70242e-05 -0.00166729 0.000174905
0.415 0.0083 0.00497083 -2.24175e-05 -0.00156515 0.000179208
0.42 0.0084 0.00497719 -2.78353e-05 -0.00146381 0.000167029
0.425 0.0085 0.00497541 -2.21898e-05 -0.00135552 0.000153111
0.43 0.0086 0.00497235 -2.75568e-05 -0.00126433 0.000137284
0.435 0.0087 0.00497895 -2.28502e-05 -0.00116524 0.000145748
0.44 0.0088 0.00497082 -2.66226e-05 -0.00106469 0.000155497
0.445 0.0089 0.00497854 -2.38809e-05 -0.000957211 0.000175795
0.45 0.009 0.00497264 -2.54438e-05 -0.000862492 0.000189936
0.455 0.0091 0.00497598 -2.47394e-05 -0.000765658 0.000194262
0.46 0.0092 0.00497535 -2.39876e-05 -0.000663715 0.000175447
0.465 0.0093 0.00497353 -2.44679e-05 -0.000558699 0.000152055
0.47 0.0094 0.00497734 -2.08005e-05 -0.000462066 0.000114572
0.475 0.0095 0.00497205 -1.98803e-05 -0.000366096 7.70017e-05
0.48 0.0096 0.00497835 -1.00452e-05 -0.000262071 4.45837e-05
0.485 0.0097 0.00497142 -8.37122e-07 -0.000159691 1.97279e-05
0.49 0.0098 0.00497871 2.46701e-05 -6.29039e-05 -5.00143e-06
0.495 0.0099 0.00497122 5.65791e-05 3.42172e-05 -2.08197e-05
0.5 0.01 0.00497879 0.000114713 0.000139662 -4.30797e-05
0.505 0.0099 0.00497122 0.000187371 0.000239063 -7.04783e-05
0.51 0.0098 0.00497871 0.000290432 0.00033566 -0.000102545
0.515 0.0097 0.00497142 0.000404428 0.00043608 -0.000138464
0.52 0.0096 0.00497835 0.000534022 0.000540402 -0.000177324
0.525 0.0095 0.00497205 0.000653172 0.000637101 -0.000201396
0.53 0.0094 0.00497734 0.000763483 0.000735155 -0.000218042
0.535 0.0093 0.00497353 0.000852476 0.000839154 -0.000215396
0.54 0.0092 0.00497535 0.000935878 0.000938484 -0.000200938
0.545 0.0091 0.00497598 0.00102249 0.00103595 -0.000180781
0.55 0.009 0.00497264 0.00112337 0.00113663 -0.000169681
0.555 0.0089 0.00497854 0.00123805 0.00124073 -0.000163093
0.56 0.0088 0.00497082 0.00134682 0.0013346 -0.00017871
0.565 0.0087 0.00497895 0.00144933 0.00143832 -0.000190574
0.57 0.0086 0.00497235 0.00153314 0.00153756 -0.000204497
0.575 0.0085 0.00497541 0.00163066 0.00163896 -0.000201764
0.58 0.0084 0.00497719 0.00172983 0.00173386 -0.000192661
0.585 0.0083 0.00497083 0.00184559 0.00184157 -0.000175825
0.59 0.0082 0.00497945 0.00194271 0.00193507 -0.000176249
0.595 0.0081 0.0049725 0.00203733 0.00203801 -0.000178137
0.6 0.008 0.00497397 0.00213041 0.0021374 -0.000195198
0.605 0.0079 0.00497924 0.00223511 0.00223862 -0.000198538
0.61 0.0078 0.00497018 0.00234537 0.00233551 -0.000194337
0.615 0.0077 0.0049768 0.00243739 0.00243884 -0.000183156
0.62 0.0076 0.004978 0.00253577 0.00253819 -0.000176553
0.625 0.0075 0.00496946 0.00263196 0.0026348 -0.000182615
0.63 0.0074 0.00497787 0.0027429 0.00274089 -0.000192714
0.635 0.0073 0.00497813 0.00284044 0.00283485 -0.000197256
0.64 0.0072 0.00496888 0.00293217 0.0029389 -0.000188798
0.645 0.0071 0.00497681 0.003038 0.00303681 -0.000182388
0.65 0.007 0.00498039 0.00313807 0.0031383 -0.000177792
0.655 0.0069 0.00496934 0.00324122 0.00323633 -0.000191574
0.66 0.0068 0.00497225 0.00333317 0.00333848 -0.000192877
0.665 0.0067 0.00498265 0.00343596 0.00343765 -0.000192868
0.67 0.0066 0.00497526 0.00354376 0.00353566 -0.000181622
0.675 0.0065 0.00496624 0.00363319 0.0036407 -0.000180699
0.68 0.0064 0.004976 0.0037369 0.00373396 -0.000190223
0.685 0.0063 0.00498506 0.00383998 0.00383992 -0.000192422
0.69 0.0062 0.00497476 0.00393629 0.00393667 -0.000191574
0.695 0.0061 0.00496313 0.00403809 0.00403571 -0.000179791
0.7 0.006 0.00497115 0.0041357 0.00413928 -0.000185006
0.705 0.0059 0.00498749 0.00423958 0.00423249 -0.00019015
0.71 0.0058 0.00498763 0.00433803 0.00433595 -0.000193306
0.715 0.0057 0.00496942 0.00443359 0.00442875 -0.000185822
0.72 0.0056 0.00495448 0.00454168 0.0045227 -0.000181025
0.725 0.0055 0.00496217 0.00463715 0.00461321 -0.000189105
0.73 0.0054 0.00499171 0.00473327 0.00469022 -0.000191412
0.735 0.0053 0.00502729 0.00484264 0.0047648 -0.00018993
0.74 0.0052 0.00505402 0.0049362 0.00481688 -0.00018107
0.745 0.0051 0.00506868 0.00503367 0.00485552 -0.000186671
0.75 0.005 0.00507927 0.00514291 0.00487399 -0.000192292
0.755 0.0049 0.0050968 0.00523562 0.0048673 -0.000188573
0.76 0.0048 0.00512559 0.00533409 0.00485274 -0.000184514
0.765 0.0047 0.00515801 0.00544271 0.00482206 -0.000183766
0.77 0.0046 0.00517863 0.00553576 0.00479703 -0.00019335
0.775 0.0045 0.00517727 0.00563423 0.00478541 -0.000188415
0.78 0.0044 0.00516096 0.00574179 0.00478197 -0.000183156
0.785 0.0043 0.00514997 0.00583711 0.00480215 -0.000187246
0.79 0.0042 0.00515655 0.00593411 0.00481956 -0.000189845
0.795 0.0041 0.00516955 0.00603956 0.00483005 -0.000190376
0.8 0.004 0.00516966 0.00613993 0.00483358 -0.000181659
0.805 0.0039 0.00515856 0.00623429 0.00481362 -0.00018807
0.81 0.0038 0.00515616 0.00633574 0.0048021 -0.000192431
0.815 0.0037 0.00516551 0.00644294 0.0047987 -0.000184446
0.82 0.0036 0.00516751 0.00653617 0.00480256 -0.000186359
0.825 0.0035 0.00515917 0.00663195 0.00482215 -0.000187414
0.83 0.0034 0.00515921 0.00674221 0.00482529 -0.000191417
0.835 0.0033 0.00516646 0.00684044 0.00481618 -0.000184995
0.84 0.0032 0.00516347 0.00693269 0.00480825 -0.000183954
0.845 0.0031 0.00515865 0.00703514 0.00480083 -0.00019353
0.85 0.003 0.00516409 0.00714259 0.00480809 -0.000185689
0.855 0.0029 0.00516463 0.00724054 0.00482346 -0.00018452
0.86 0.0028 0.00515949 0.00733041 0.00481916 -0.000190053
